salary,teamsal,nl,years,games,atbats,runs,hits,doubles,triples,hruns,rbis,bavg,bb,so,sbases,fldperc,frstbase,scndbase,shrtstop,thrdbase,outfield,catcher,yrsallst,hispan,black,whitepop,blackpop,hisppop,pcinc,gamesyr,hrunsyr,atbatsyr,allstar,slugavg,rbisyr,sbasesyr,runsyr,percwhte,percblck,perchisp,blckpb,hispph,whtepw,blckph,hisppb,lsalary
550000,37792000,1,5,423,1048,108,237,37,7,10,82,226,109,100,1,982,0,1,0,0,0,0,0,0,0,202017,736153,57169,15559,84.59999847,2,209.6000061,0,30.34351158,16.39999962,0.200000003,21.60000038,20.29630089,73.9600296,5.743671417,0,0,20.29630089,0,0,13.2176733
205000,37792000,1,2,199,509,66,125,29,3,26,91,246,38,98,1,991,1,0,0,0,0,0,0,0,0,202017,736153,57169,15559,99.5,13,254.5,0,46.75835037,45.5,0.5,33,20.29630089,73.9600296,5.743671417,0,0,20.29630089,0,0,12.23076534
181500,37792000,1,4,126,268,24,69,14,1,13,51,257,13,48,2,985,0,0,0,0,0,1,0,1,0,202017,736153,57169,15559,31.5,3.25,67,0,46.26865768,12.75,0.5,6,20.29630089,73.9600296,5.743671417,0,5.743671417,0,0,73.9600296,12.1090107
5700000,42668168,1,7,835,3122,478,924,150,30,70,368,296,273,291,148,973,0,0,1,0,0,0,4,0,1,1521061,203067,9376,17998,119.2857132,10,446,57.1428566,43.04932785,52.57143021,21.1428566,68.2857132,87.74488068,11.71425056,0.540869832,11.71425056,0,0,0.540869832,0,15.55597687
3900000,42668168,1,6,636,2091,378,626,103,22,20,158,299,218,266,151,972,0,0,0,0,1,0,1,0,1,1521061,203067,9376,17998,106,3.333333254,348.5,16.66666603,39.83739853,26.33333397,25.16666603,63,87.74488068,11.71425056,0.540869832,11.71425056,0,0,0.540869832,0,15.17648697
3750000,42668168,1,8,900,3109,469,859,162,20,171,548,276,352,542,26,963,0,0,0,0,1,0,2,0,1,1521061,203067,9376,17998,112.5,21.375,388.625,25,50.62721252,68.5,3.25,58.625,87.74488068,11.71425056,0.540869832,11.71425056,0,0,0.540869832,0,15.13726616
3133333,42668168,1,6,638,2277,320,637,110,12,56,258,280,168,1440,151,984,0,0,0,0,1,0,1,0,1,1521061,203067,9376,17998,106.3333359,9.333333015,379.5,16.66666603,41.23847198,43,25.16666603,53.33333206,87.74488068,11.71425056,0.540869832,11.71425056,0,0,0.540869832,0,14.95760822
3100000,42668168,1,5,616,2335,342,637,153,11,80,275,273,189,276,108,962,0,0,0,1,0,0,3,0,0,1521061,203067,9376,17998,123.1999969,16,467,60,45.05353165,55,21.60000038,68.40000153,87.74488068,11.71425056,0.540869832,0,0,87.74488068,0,0,14.94691277
1275000,42668168,1,5,388,1220,166,371,76,7,27,152,304,113,159,25,995,1,0,0,0,0,0,0,0,0,1521061,203067,9376,17998,77.59999847,5.400000095,244,0,44.42623138,30.39999962,5,33.20000076,87.74488068,11.71425056,0.540869832,0,0,87.74488068,0,0,14.05845642
1200000,42668168,1,4,407,1269,110,314,67,1,32,173,247,96,231,3,989,0,0,0,0,0,1,0,0,0,1521061,203067,9376,17998,101.75,8,317.25,0,37.74625778,43.25,0.75,27.5,87.74488068,11.71425056,0.540869832,0,0,87.74488068,0,0,13.9978323
7.00E+05,42668168,1,10,1310,5146,718,1338,243,85,128,574,260,346,1208,349,973,0,0,0,0,1,0,3,1,0,1521061,203067,9376,17998,131,12.80000019,514.5999756,30,41.48853302,57.40000153,34.90000153,71.80000305,87.74488068,11.71425056,0.540869832,0,0.540869832,0,0,11.71425056,13.4588356
475000,42668168,1,6,554,1755,258,450,86,9,62,236,256,373,357,16,992,1,0,0,0,0,0,0,0,1,1521061,203067,9376,17998,92.33333588,10.33333302,292.5,0,42.16524124,39.33333206,2.666666746,43,87.74488068,11.71425056,0.540869832,11.71425056,0,0,0.540869832,0,13.07106972
4.00E+05,42668168,1,5,355,557,71,135,28,7,8,57,242,35,91,24,969,0,0,0,0,1,0,0,0,0,1521061,203067,9376,17998,71,1.600000024,111.4000015,0,36.08617783,11.39999962,4.800000191,14.19999981,87.74488068,11.71425056,0.540869832,0,0,87.74488068,0,0,12.89921951
2.00E+05,42668168,1,2,125,425,68,112,26,6,13,39,264,48,107,17,980,0,0,0,0,1,0,0,0,1,1521061,203067,9376,17998,62.5,6.5,212.5,0,44.47058868,19.5,8.5,34,87.74488068,11.71425056,0.540869832,11.71425056,0,0,0.540869832,0,12.20607281
120000,42668168,1,1,34,51,6,14,4,0,0,4,275,0,10,3,952,0,0,0,0,1,0,0,1,0,1521061,203067,9376,17998,34,0,51,0,35.29411697,4,3,6,87.74488068,11.71425056,0.540869832,0,0.540869832,0,0,11.71425056,11.6952467
1200000,8854000,1,5,530,1845,168,461,77,4,48,219,250,83,319,13,953,0,0,0,1,0,0,0,0,1,1594734,97755,226200,18365,106,9.600000381,369,0,37.39837265,43.79999924,2.599999905,33.59999847,83.11581421,5.094884872,11.78929996,5.094884872,0,0,11.78929996,0,13.9978323
725000,8854000,1,5,424,1365,144,347,69,6,38,176,254.0000153,60,291,40,979,0,0,0,0,1,0,0,0,0,1594734,97755,226200,18365,84.80000305,7.599999905,273,0,39.70695877,35.20000076,8,28.79999924,83.11581421,5.094884872,11.78929996,0,0,83.11581421,0,0,13.493927
690000,8854000,1,5,340,1022,88,242,45,7,28,126,237,61,224,5,991,0,0,0,0,1,0,0,0,1,1594734,97755,226200,18365,68,5.599999905,204.3999939,0,37.67123413,25.20000076,1,17.60000038,83.11581421,5.094884872,11.78929996,5.094884872,0,0,11.78929996,0,13.44444656
670000,8854000,1,4,304,893,73,234,39,3,3,70,262,53,120,10,985,0,0,0,0,0,1,0,0,0,1594734,97755,226200,18365,76,0.75,223.25,0,32.25083923,17.5,2.5,18.25,83.11581421,5.094884872,11.78929996,0,0,83.11581421,0,0,13.41503334
6.00E+05,8854000,1,8,942,3407,432,909,182,16,116,472,267,235,859,59,992,1,0,0,0,0,0,1,1,0,1594734,97755,226200,18365,117.75,14.5,425.875,12.5,43.17581558,59,7.375,54,83.11581421,5.094884872,11.78929996,0,11.78929996,0,0,5.094884872,13.30468464
550000,8854000,1,9,882,2261,321,565,114,21,65,224,250,205,392,97,976,0,0,0,0,1,0,0,0,1,1594734,97755,226200,18365,98,7.222222328,251.222229,0,40.51304626,24.88888931,10.77777767,35.66666794,83.11581421,5.094884872,11.78929996,5.094884872,0,0,11.78929996,0,13.2176733
350000,8854000,1,3,290,916,145,259,26,14,0,49,283,114,152,83,971,0,0,0,0,1,0,0,0,1,1594734,97755,226200,18365,96.66666412,0,305.3333435,0,34.17030716,16.33333397,27.66666603,48.33333206,83.11581421,5.094884872,11.78929996,5.094884872,0,0,11.78929996,0,12.7656889
310000,8854000,1,6,605,1755,249,432,55,17,3,109,246,220,204,153,992,0,0,0,0,1,0,0,0,1,1594734,97755,226200,18365,100.8333359,0.5,292.5,0,30.19943047,18.16666603,25.5,41.5,83.11581421,5.094884872,11.78929996,5.094884872,0,0,11.78929996,0,12.64432716
225000,8854000,1,17,2154,7918,196,2105,349,39,398,1259,266,981,1733,161,982,0,0,0,0,1,0,7,0,0,1594734,97755,226200,18365,126.7058792,23.41176414,465.7647095,41.17647171,47.05733871,74.05882263,9.470588684,11.52941132,83.11581421,5.094884872,11.78929996,0,0,83.11581421,0,0,12.3238554
167500,8854000,1,2,98,236,25,58,11,1,1,20,246,11,49,1,974,0,0,1,0,0,0,0,1,0,1594734,97755,226200,18365,49,0.5,118,0,31.35593224,10,0.5,12.5,83.11581421,5.094884872,11.78929996,0,11.78929996,0,0,5.094884872,12.02873898
120000,8854000,1,2,21,21,2,5,1,0,0,1,238,1,6,0,963,0,0,1,0,0,0,0,1,0,1594734,97755,226200,18365,10.5,0,10.5,0,28.5714283,0.5,0,1,83.11581421,5.094884872,11.78929996,0,11.78929996,0,0,5.094884872,11.6952467
3150000,28970500,1,6,694,2492,271,639,121,11,44,295,256,206,405,27,952,0,0,0,0,1,0,0,0,0,2507455,665378,772295,17707,115.6666641,7.333333492,415.3333435,0,36.67736816,49.16666794,4.5,45.16666794,63.55826569,16.86581612,19.5759182,0,0,63.55826569,0,0,14.96291256
3050000,28970500,1,5,645,2280,306,624,106,12,30,192,274,256,338,109,987,0,1,0,0,0,0,2,0,0,2507455,665378,772295,17707,129,6,456,40,37.01754379,38.40000153,21.79999924,61.20000076,63.55826569,16.86581612,19.5759182,0,0,63.55826569,0,0,14.93065262
2900000,28970500,1,4,544,1884,249,520,78,29,18,171,276,147,211,117,986,0,0,0,0,1,0,0,0,0,2507455,665378,772295,17707,136,4.5,471,0,37.68577576,42.75,29.25,62.25,63.55826569,16.86581612,19.5759182,0,0,63.55826569,0,0,14.88022137
775000,28970500,1,6,641,1743,175,435,75,20,9,124,250,149,187,34,981,0,0,1,0,0,0,0,0,0,2507455,665378,772295,17707,106.8333359,1.5,290.5,0,33.10384369,20.66666603,5.666666508,29.16666603,63.55826569,16.86581612,19.5759182,0,0,63.55826569,0,0,13.5606184
655000,28970500,1,2,318,1140,166,323,60,10,33,178,283,159,213,17,993,1,0,0,0,0,0,0,0,0,2507455,665378,772295,17707,159,16.5,570,0,44.03508759,89,8.5,83,63.55826569,16.86581612,19.5759182,0,0,63.55826569,0,0,13.39239025
5.00E+05,28970500,1,11,1267,4112,509,1108,203,39,104,507,269,279,566,134,982,0,0,0,0,1,0,1,0,1,2507455,665378,772295,17707,115.1818161,9.454545021,373.8181763,9.090909004,41.36672974,46.09090805,12.18181801,46.27272797,63.55826569,16.86581612,19.5759182,16.86581612,0,0,19.5759182,0,13.12236309
5.00E+05,28970500,1,7,779,2665,283,694,122,19,72,333,260,148,398,24,982,0,0,0,0,1,0,0,0,0,2507455,665378,772295,17707,111.2857132,10.28571415,380.7142944,0,40.15009308,47.57143021,3.428571463,40.42856979,63.55826569,16.86581612,19.5759182,0,0,63.55826569,0,0,13.12236309
4.00E+05,28970500,1,9,993,3011,303,725,98,34,19,216,241,248,420,69,970,0,0,1,0,0,0,0,1,0,2507455,665378,772295,17707,110.3333359,2.111111164,334.555542,0,31.4845562,24,7.666666508,33.66666794,63.55826569,16.86581612,19.5759182,0,19.5759182,0,0,16.86581612,12.89921951
350000,28970500,1,4,285,858,89,180,31,1,34,123,210,88,233,11,976,0,0,0,0,1,0,0,0,1,2507455,665378,772295,17707,71.25,8.5,214.5,0,36.71328735,30.75,2.75,22.25,63.55826569,16.86581612,19.5759182,16.86581612,0,0,19.5759182,0,12.7656889
325000,28970500,1,3,271,881,92,218,49,12,23,124,247,66,158,17,988,0,0,0,0,1,0,0,1,0,2507455,665378,772295,17707,90.33333588,7.666666508,293.6666565,0,40.86265564,41.33333206,5.666666508,30.66666603,63.55826569,16.86581612,19.5759182,0,19.5759182,0,0,16.86581612,12.69158077
162500,28970500,1,2,130,363,28,82,17,1,5,36,226,36,94,2,990,0,0,0,0,0,1,0,0,0,2507455,665378,772295,17707,65,2.5,181.5,0,31.95592308,18,1,14,63.55826569,16.86581612,19.5759182,0,0,63.55826569,0,0,11.99843311
156500,28970500,1,2,93,242,12,55,12,0,0,21,227,15,33,0,994,0,0,0,0,0,1,0,0,0,2507455,665378,772295,17707,46.5,0,121,0,27.68595123,10.5,0,6,63.55826569,16.86581612,19.5759182,0,0,63.55826569,0,0,11.96081161
135000,28970500,1,3,145,479,42,99,26,4,11,49,207,23,150,6,944,0,0,1,0,0,0,0,1,0,2507455,665378,772295,17707,48.33333206,3.666666746,159.6666718,0,34.65553284,16.33333397,2,14,63.55826569,16.86581612,19.5759182,0,19.5759182,0,0,16.86581612,11.81303024
130000,28970500,1,2,82,210,15,41,6,0,0,11,195,31,44,2,975,0,0,0,1,0,0,0,0,0,2507455,665378,772295,17707,41,0,105,0,22.38095284,5.5,1,7.5,63.55826569,16.86581612,19.5759182,0,0,63.55826569,0,0,11.77528954
3800000,36217500,1,10,1291,4564,768,1196,217,34,285,857,262,674,1119,204,979,0,0,0,0,1,0,8,0,1,9388957,1229809,4779118,14731,129.1000061,28.5,456.3999939,80,51.18317413,85.69999695,20.39999962,76.80000305,60.97563171,7.986870289,31.03749847,7.986870289,0,0,31.03749847,0,15.15051174
3362500,36217500,1,13,1767,6529,737,1694,360,31,204,905,259,514,1007,50,964,0,0,0,1,0,0,5,0,0,9388957,1229809,4779118,14731,135.9230804,15.69230747,502.2307739,38.46154022,41.78281403,69.61538696,3.846153736,56.69230652,60.97563171,7.986870289,31.03749847,0,0,60.97563171,0,0,15.02819538
3333333,36217500,1,12,1678,6169,1048,1777,216,99,44,439,288,857,673,437,992,0,0,0,0,1,0,1,0,0,9388957,1229809,4779118,14731,139.8333282,3.666666746,514.083313,8.333333015,37.65602112,36.58333206,36.41666794,87.33333588,60.97563171,7.986870289,31.03749847,0,0,60.97563171,0,0,15.01948357
2500000,36217500,1,6,715,2658,361,743,180,7,17,227,280,319,227,23,979,0,1,0,0,0,0,0,0,0,9388957,1229809,4779118,14731,119.1666641,2.833333254,443,0,37.17080688,37.83333206,3.833333254,60.16666794,60.97563171,7.986870289,31.03749847,0,0,60.97563171,0,0,14.73180103
1500000,36217500,1,7,852,2987,360,729,139,12,132,414,244,165,798,23,978,0,0,0,0,1,0,0,0,0,9388957,1229809,4779118,14731,121.7142868,18.8571434,426.7142944,0,43.12018585,59.1428566,3.285714388,51.42856979,60.97563171,7.986870289,31.03749847,0,0,60.97563171,0,0,14.22097588
1.00E+06,36217500,1,9,932,3124,575,828,127,19,182,564,265,460,824,266,984,0,0,0,0,1,0,2,0,1,9388957,1229809,4779118,14731,103.5555573,20.22222137,347.1111145,22.22222137,49.26376343,62.66666794,29.55555534,63.88888931,60.97563171,7.986870289,31.03749847,7.986870289,0,0,31.03749847,0,13.81551075
970000,36217500,1,6,477,106,135,313,56,5,8,111,283,133,135,20,966,0,1,0,0,0,0,1,0,1,9388957,1229809,4779118,14731,79.5,1.333333373,17.66666603,16.66666603,380.1886902,18.5,3.333333254,22.5,60.97563171,7.986870289,31.03749847,7.986870289,0,0,31.03749847,0,13.78505135
9.00E+05,36217500,1,5,548,1585,191,443,54,6,8,131,279,115,124,64,954,0,1,0,0,0,0,0,0,1,9388957,1229809,4779118,14731,109.5999985,1.600000024,317,0,33.62776184,26.20000076,12.80000019,38.20000076,60.97563171,7.986870289,31.03749847,7.986870289,0,0,31.03749847,0,13.71014977
6.00E+05,36217500,1,10,1041,3107,456,825,139,52,63,313,266,302,527,155,980,0,0,0,0,1,0,0,0,0,9388957,1229809,4779118,14731,104.0999985,6.300000191,310.7000122,0,40.45703125,31.29999924,15.5,45.59999847,60.97563171,7.986870289,31.03749847,0,0,60.97563171,0,0,13.30468464
435000,36217500,1,2,163,559,63,141,31,1,20,89,252,38,109,2,993,1,0,0,0,0,0,0,0,0,9388957,1229809,4779118,14731,81.5,10,279.5,0,41.860466,44.5,1,31.5,60.97563171,7.986870289,31.03749847,0,0,60.97563171,0,0,12.98310089
3.00E+05,36217500,1,3,230,705,84,170,22,8,2,40,241,86,144,27,938,0,0,1,0,0,0,0,1,0,9388957,1229809,4779118,14731,76.66666412,0.666666687,235,0,30.35461044,13.33333302,9,28,60.97563171,7.986870289,31.03749847,0,31.03749847,0,0,7.986870289,12.61153793
175000,36217500,1,3,94,207,14,52,6,0,3,19,250.9999847,11,28,1,980,0,0,0,0,0,1,0,1,0,9388957,1229809,4779118,14731,31.33333397,1,69,0,32.36714935,6.333333492,0.333333343,4.666666508,60.97563171,7.986870289,31.03749847,0,31.03749847,0,0,7.986870289,12.07254124
126000,36217500,1,1,21,69,5,16,3,0,1,7,232,4,12,0,990,0,0,0,0,0,1,0,0,0,9388957,1229809,4779118,14731,21,1,69,0,31.884058,7,0,5,60.97563171,7.986870289,31.03749847,0,0,60.97563171,0,0,11.74403763
4250000,24557332,1,7,883,3003,511,839,148,13,191,515,279,553,737,33,992,1,0,0,0,0,0,1,0,1,1872256,159306,510781,22164,126.1428604,27.2857151,429,14.28571415,52.81385422,73.57142639,4.714285851,73,73.64293671,6.266109467,20.09095573,6.266109467,0,0,20.09095573,0,15.26242924
4083333,24557332,1,11,1463,5701,842,1864,278,78,59,591,327,506,291,249,986,0,0,0,0,1,0,8,0,1,1872256,159306,510781,22164,133,5.363636494,518.2727051,72.72727203,43.41343689,53.72727203,22.63636398,76.54545593,73.64293671,6.266109467,20.09095573,6.266109467,0,0,20.09095573,0,15.22242451
3110000,24557332,1,5,440,1667,225,471,95,6,54,233,283,145,136,48,949,0,0,0,1,0,0,1,0,1,1872256,159306,510781,22164,88,10.80000019,333.3999939,20,44.39112091,46.59999847,9.600000381,45,73.64293671,6.266109467,20.09095573,6.266109467,0,0,20.09095573,0,14.95013332
1750000,24557332,1,7,873,2866,339,716,141,28,32,292,250,249,411,32,962,0,1,0,0,0,0,1,0,0,1872256,159306,510781,22164,124.7142868,4.571428776,409.4285583,14.28571415,35.20586014,41.7142868,4.571428776,48.42856979,73.64293671,6.266109467,20.09095573,0,0,73.64293671,0,0,14.37512589
762500,24557332,1,10,977,2912,389,739,174,10,79,348,254.0000153,360,492,21,979,0,1,0,0,0,0,0,0,0,1872256,159306,510781,22164,97.69999695,7.900000095,291.2000122,0,40.17856979,34.79999924,2.099999905,38.90000153,73.64293671,6.266109467,20.09095573,0,0,73.64293671,0,0,13.54435825
3.00E+05,24557332,1,13,1441,4373,398,1131,198,12,68,446,259,567,307,29,988,0,0,0,0,0,1,2,0,0,1872256,159306,510781,22164,110.8461533,5.230769157,336.384613,15.38461494,35.60484695,34.30769348,2.230769157,30.61538506,73.64293671,6.266109467,20.09095573,0,0,73.64293671,0,0,12.61153793
245000,24557332,1,3,175,512,74,137,27,1,18,68,268,71,127,3,975,0,0,0,0,1,0,0,0,0,1872256,159306,510781,22164,58.33333206,6,170.6666718,0,42.96875,22.66666603,1,24.66666603,73.64293671,6.266109467,20.09095573,0,0,73.64293671,0,0,12.40901375
165000,24557332,1,2,79,189,28,43,6,3,2,16,228,21,39,10,984,0,0,0,0,1,0,0,0,1,1872256,159306,510781,22164,39.5,1,94.5,0,32.27513123,8,5,14,73.64293671,6.266109467,20.09095573,6.266109467,0,0,20.09095573,0,12.01370049
149000,24557332,1,5,131,265,22,64,11,0,1,19,242,6,47,1,958,0,0,1,0,0,0,0,0,0,1872256,159306,510781,22164,26.20000076,0.200000003,53,0,29.43396187,3.799999952,0.200000003,4.400000095,73.64293671,6.266109467,20.09095573,0,0,73.64293671,0,0,11.9117012
109000,24557332,1,1,15,23,1,7,0,0,1,5,304,1,7,0,941,1,0,0,0,0,0,0,1,0,1872256,159306,510781,22164,15,1,23,0,43.47826004,5,0,1,73.64293671,6.266109467,20.09095573,0,20.09095573,0,0,6.266109467,11.59910297
4750000,34136500,1,7,1028,3778,605,1139,222,35,162,636,301,443,676,50,993,1,0,0,0,0,0,5,0,0,4434064,537753,970403,26414,146.8571472,23.1428566,539.7142944,71.42857361,50.74113464,90.85713959,7.142857075,86.42857361,74.61965179,9.04969883,16.33064651,0,0,74.61965179,0,0,15.37365532
4416667,34136500,1,7,1010,3584,672,984,220,36,176,556,275,611,590,251,985,0,0,0,0,1,0,2,0,1,4434064,537753,970403,26414,144.2857208,25.1428566,512,28.5714283,50.33481979,79.42857361,35.8571434,96,74.61965179,9.04969883,16.33064651,9.04969883,0,0,16.33064651,0,15.30089569
2312500,34136500,1,11,1462,5669,773,1689,257,83,57,639,298,315,878,307,977,0,0,0,0,1,0,4,0,1,4434064,537753,970403,26414,132.9090881,5.181818008,515.3636475,36.36363602,40.27165222,58.09090805,27.90909004,70.27272797,74.61965179,9.04969883,16.33064651,9.04969883,0,0,16.33064651,0,14.65384007
2250000,34136500,1,6,682,2428,293,586,97,16,121,376,241,143,556,24,960,0,0,0,1,0,0,1,0,0,4434064,537753,970403,26414,113.6666641,20.16666603,404.6666565,16.66666603,44.39868164,62.66666794,4,48.83333206,74.61965179,9.04969883,16.33064651,0,0,74.61965179,0,0,14.626441
1900000,34136500,1,7,983,3426,487,883,174,34,85,342,258,313,713,87,981,0,1,0,0,0,0,1,0,0,4434064,537753,970403,26414,140.4285736,12.14285755,489.4285583,14.28571415,40.28020859,48.8571434,12.4285717,69.57142639,74.61965179,9.04969883,16.33064651,0,0,74.61965179,0,0,14.45736408
1100000,34136500,1,7,836,2555,329,688,99,37,39,228,269,214,425,107,981,0,0,0,0,1,0,0,1,0,4434064,537753,970403,26414,119.4285736,5.571428776,365,0,38.27788544,32.57143021,15.28571415,47,74.61965179,9.04969883,16.33064651,0,16.33064651,0,0,9.04969883,13.91082096
735000,34136500,1,6,315,863,66,199,30,8,5,79,231,51,117,5,988,0,0,0,0,0,1,0,0,0,4434064,537753,970403,26414,52.5,0.833333313,143.8333282,0,30.12746239,13.16666698,0.833333313,11,74.61965179,9.04969883,16.33064651,0,0,74.61965179,0,0,13.50762558
5.00E+05,34136500,1,6,722,2341,257,593,115,14,50,317,252.9999847,149,1430,19,994,1,0,0,0,0,0,0,0,0,4434064,537753,970403,26414,120.3333359,8.333333015,390.1666565,0,37.8470726,52.83333206,3.166666746,42.83333206,74.61965179,9.04969883,16.33064651,0,0,74.61965179,0,0,13.12236309
325000,34136500,1,9,540,1425,103,332,63,6,13,19,233,140,203,2,988,0,0,0,0,0,1,0,0,0,4434064,537753,970403,26414,60,1.444444418,158.3333282,0,31.29824638,2.111111164,0.222222224,11.44444466,74.61965179,9.04969883,16.33064651,0,0,74.61965179,0,0,12.69158077
3.00E+05,34136500,1,6,373,932,107,240,37,1,31,106,258,64,131,8,980,0,0,0,0,1,0,0,0,0,4434064,537753,970403,26414,62.16666794,5.166666508,155.3333282,0,39.91416168,17.66666603,1.333333373,17.83333397,74.61965179,9.04969883,16.33064651,0,0,74.61965179,0,0,12.61153793
172500,34136500,1,3,197,577,83,137,13,4,2,34,237,72,80,43,1000,0,0,0,0,1,0,0,0,0,4434064,537753,970403,26414,65.66666412,0.666666687,192.3333282,0,28.42287636,11.33333302,14.33333302,27.66666603,74.61965179,9.04969883,16.33064651,0,0,74.61965179,0,0,12.0581522
155000,34136500,1,2,107,347,31,75,8,4,4,26,216,27,69,8,968,0,0,1,0,0,0,0,0,1,4434064,537753,970403,26414,53.5,2,173.5,0,29.68299675,13,4,15.5,74.61965179,9.04969883,16.33064651,9.04969883,0,0,16.33064651,0,11.95118046
5359973,26958972,0,12,1800,6942,1043,1922,369,34,273,1014,277,752,797,32,978,0,0,1,0,0,0,10,0,0,1709309,616065,30160,17896,150,22.75,578.5,83.33333588,45.77931595,84.5,2.666666746,86.91666412,72.5656662,26.15394211,1.280389071,0,0,72.5656662,0,0,15.49446964
3800000,26958972,0,9,985,3606,502,945,174,13,189,594,262,363,584,28,992,1,0,0,0,0,0,2,0,0,1709309,616065,30160,17896,109.4444427,21,400.6666565,22.22222137,47.47642899,66,3.111111164,55.77777863,72.5656662,26.15394211,1.280389071,0,0,72.5656662,0,0,15.15051174
3025000,26958972,0,6,584,2116,272,547,92,25,63,267,259,160,337,64,988,0,0,0,0,1,0,0,0,1,1709309,616065,30160,17896,97.33333588,10.5,352.6666565,0,41.49338531,44.5,10.66666698,45.33333206,72.5656662,26.15394211,1.280389071,26.15394211,0,0,1.280389071,0,14.92242146
1855000,26958972,0,5,549,1704,239,406,70,21,31,168,238,233,308,106,983,0,0,0,0,1,0,1,0,0,1709309,616065,30160,17896,109.8000031,6.199999809,340.7999878,20,35.85680771,33.59999847,21.20000076,47.79999924,72.5656662,26.15394211,1.280389071,0,0,72.5656662,0,0,14.43339539
1650000,26958972,0,10,1155,4090,543,1063,200,48,17,295,260,391,352,228,978,0,1,0,0,0,0,2,0,1,1709309,616065,30160,17896,115.5,1.700000048,409,20,34.47432709,29.5,22.79999924,54.29999924,72.5656662,26.15394211,1.280389071,26.15394211,0,0,1.280389071,0,14.31628609
1100000,26958972,0,13,1844,6744,865,1930,334,46,241,1066,286,647,1017,30,978,0,0,0,0,1,0,5,0,1,1709309,616065,30160,17896,141.8461609,18.53846169,518.7692261,38.46154022,45.65539551,82,2.307692289,66.53845978,72.5656662,26.15394211,1.280389071,26.15394211,0,0,1.280389071,0,13.91082096
350000,26958972,0,4,232,723,92,181,29,1,32,78,250,90,136,0,996,0,0,0,0,0,1,0,0,0,1709309,616065,30160,17896,58,8,180.75,0,42.60027695,19.5,0,23,72.5656662,26.15394211,1.280389071,0,0,72.5656662,0,0,12.7656889
312500,26958972,0,3,267,898,105,224,41,2,33,110,249,111,167,3,957,0,0,0,1,0,0,0,1,0,1709309,616065,30160,17896,89,11,299.3333435,0,40.97995377,36.66666794,1,35,72.5656662,26.15394211,1.280389071,0,1.280389071,0,0,26.15394211,12.65235996
3.00E+05,26958972,0,7,402,1122,163,257,37,8,5,102,229,112,172,56,974,0,1,0,0,0,0,0,0,0,1709309,616065,30160,17896,57.42856979,0.714285731,160.2857208,0,28.96613121,14.5714283,8,23.2857151,72.5656662,26.15394211,1.280389071,0,0,72.5656662,0,0,12.61153793
237500,26958972,0,3,241,524,50,133,23,0,5,54,254.0000153,43,57,2,993,1,0,0,0,0,0,0,0,0,1709309,616065,30160,17896,80.33333588,1.666666627,174.6666718,0,32.63358688,18,0.666666687,16.66666603,72.5656662,26.15394211,1.280389071,0,0,72.5656662,0,0,12.37792301
197500,26958972,0,2,150,414,58,111,22,2,18,58,268,42,98,1,978,0,0,0,0,1,0,0,1,0,1709309,616065,30160,17896,75,9,207,0,46.13526535,29,0.5,29,72.5656662,26.15394211,1.280389071,0,1.280389071,0,0,26.15394211,12.19349384
120000,26958972,0,2,42,104,17,18,4,0,0,6,173,12,18,0,969,0,0,0,0,1,0,0,1,0,1709309,616065,30160,17896,21,0,52,0,21.15384674,3,0,8.5,72.5656662,26.15394211,1.280389071,0,1.280389071,0,0,26.15394211,11.6952467
4875000,37226584,0,17,2310,8890,1259,2504,444,94,399,1425,282,588,1313,310,984,0,0,0,0,1,0,8,0,1,3708228,239059,193199,23180,135.8823547,23.47058868,522.9411621,47.05882263,48.74015808,83.8235321,18.23529434,74.05882263,89.56021118,5.773694038,4.66609478,5.773694038,0,0,4.66609478,0,15.39963055
3325000,37226584,0,8,831,2980,418,912,167,26,84,489,306,312,230,60,979,0,0,0,0,1,0,2,0,0,3708228,239059,193199,23180,103.875,10.5,372.5,25,46.40939713,61.125,7.5,52.25,89.56021118,5.773694038,4.66609478,0,0,89.56021118,0,0,15.01698017
3.00E+06,37226584,0,9,842,3073,444,851,190,23,103,422,277,285,523,93,975,0,0,0,0,1,0,1,0,1,3708228,239059,193199,23180,93.55555725,11.44444466,341.444458,11.11111069,45.4279213,46.88888931,10.33333302,49.33333206,89.56021118,5.773694038,4.66609478,5.773694038,0,0,4.66609478,0,14.91412258
2200000,37226584,0,13,1624,5550,584,1481,256,26,95,614,267,382,704,78,990,0,0,0,0,0,1,1,1,0,3708228,239059,193199,23180,124.9230804,7.307692528,426.9230652,7.692307472,37.36936951,47.23077011,6,44.92307663,89.56021118,5.773694038,4.66609478,0,4.66609478,0,0,5.773694038,14.60396767
1075000,37226584,0,7,638,1940,209,452,100,9,24,187,233,148,370,18,961,0,0,1,0,0,0,0,1,0,3708228,239059,193199,23180,91.14286041,3.428571463,277.1428528,0,33.09278488,26.7142849,2.571428537,29.8571434,89.56021118,5.773694038,4.66609478,0,4.66609478,0,0,5.773694038,13.88783169
750000,37226584,0,9,1004,3521,474,926,171,25,42,311,263,221,401,196,985,0,0,0,0,1,0,0,0,1,3708228,239059,193199,23180,111.5555573,4.666666508,391.222229,0,36.15450287,34.55555725,21.77777863,52.66666794,89.56021118,5.773694038,4.66609478,5.773694038,0,0,4.66609478,0,13.52782822
